페이지,클릭수,노출수,CTR,게재순위
https://highpublic-gangnam.co.kr/blog.html,1.0,2.0,0.5,4.5
https://highpublic-gangnam.co.kr/price.html,0.0,83.0,0.0,38.35
https://highpublic-gangnam.co.kr/,0.0,49.0,0.0,34.27
https://highpublic-gangnam.co.kr/hours.html,0.0,13.0,0.0,5.85
https://highpublic-gangnam.co.kr/location.html,0.0,1.0,0.0,1.0
